INDIVIDUALS	CURRENT	INFERRED	SCORE	SECOND_BEST_POP	SECOND_BEST_SCORE	MARKER_NUMBER	METHOD	MISSING_DATA	ITERATIONS	SUBSAMPLE
BDB19	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	8	2
BDB19	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	1	2
BDB19	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	3	2
BDB19	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	5	2
BDB19	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	7	2
BDB19	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	8	2
BDB19	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	1	2
BDB19	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	3	2
BDB19	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	5	2
BDB19	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	7	2
BDB19	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	8	2
BDB19	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	1	2
BDB19	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	3	2
BDB19	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	5	2
BDB19	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	7	2
BDB19	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	8	2
BDB19	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	1	2
BDB19	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	3	2
BDB19	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	5	2
BDB19	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	7	2
BDB19	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	8	2
BDB19	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	1	2
BDB19	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	3	2
BDB19	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	5	2
BDB19	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	7	2
BDB19	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	8	2
BDB19	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	1	2
BDB19	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	3	2
BDB19	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	5	2
BDB19	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	7	2
BDB19	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	8	2
BDB19	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	1	2
BDB19	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	3	2
BDB19	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	5	2
BDB19	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	7	2
BDB19	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	8	2
BDB5	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	2	2
BDB5	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	3	2
BDB5	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	5	2
BDB5	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	6	2
BDB5	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	2	2
BDB5	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	3	2
BDB5	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	5	2
BDB5	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	6	2
BDB5	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	2	2
BDB5	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	3	2
BDB5	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	5	2
BDB5	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	6	2
BDB5	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	2	2
BDB5	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	3	2
BDB5	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	5	2
BDB5	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	6	2
BDB5	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	2	2
BDB5	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	3	2
BDB5	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	5	2
BDB5	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	6	2
BDB5	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	2	2
BDB5	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	3	2
BDB5	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	5	2
BDB5	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	6	2
BDB5	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	2	2
BDB5	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	3	2
BDB5	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	5	2
BDB5	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	6	2
BDB5	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	2	2
BDB5	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	3	2
BDB5	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	5	2
BDB5	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	6	2
BRN14	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	1	2
BRN14	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	2	2
BRN14	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	3	2
BRN14	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	5	2
BRN14	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	8	2
BRN14	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	9	2
BRN14	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	1	2
BRN14	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	2	2
BRN14	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	3	2
BRN14	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	5	2
BRN14	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	8	2
BRN14	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	9	2
BRN14	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	1	2
BRN14	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	2	2
BRN14	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	3	2
BRN14	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	5	2
BRN14	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	8	2
BRN14	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	9	2
BRN14	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	1	2
BRN14	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	2	2
BRN14	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	3	2
BRN14	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	5	2
BRN14	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	8	2
BRN14	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	9	2
BRN14	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	1	2
BRN14	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	2	2
BRN14	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	3	2
BRN14	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	5	2
BRN14	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	8	2
BRN14	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	9	2
BRN14	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	1	2
BRN14	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	2	2
BRN14	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	3	2
BRN14	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	5	2
BRN14	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	8	2
BRN14	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	9	2
BRN14	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	1	2
BRN14	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	2	2
BRN14	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	3	2
BRN14	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	5	2
BRN14	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	8	2
BRN14	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	9	2
BRN14	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	1	2
BRN14	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	2	2
BRN14	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	3	2
BRN14	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	5	2
BRN14	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	8	2
BRN14	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	9	2
BRN2	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	2	2
BRN2	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	3	2
BRN2	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	8	2
BRN2	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	10	2
BRN2	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	2	2
BRN2	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	3	2
BRN2	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	8	2
BRN2	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	10	2
BRN2	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	2	2
BRN2	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	3	2
BRN2	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	8	2
BRN2	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	10	2
BRN2	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	2	2
BRN2	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	3	2
BRN2	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	8	2
BRN2	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	10	2
BRN2	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	2	2
BRN2	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	3	2
BRN2	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	8	2
BRN2	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	10	2
BRN2	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	2	2
BRN2	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	3	2
BRN2	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	8	2
BRN2	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	10	2
BRN2	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	2	2
BRN2	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	3	2
BRN2	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	8	2
BRN2	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	10	2
BRN2	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	2	2
BRN2	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	3	2
BRN2	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	8	2
BRN2	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	10	2
CLH1	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	7	2
CLH1	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	9	2
CLH1	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	7	2
CLH1	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	9	2
CLH1	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	7	2
CLH1	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	9	2
CLH1	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	7	2
CLH1	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	9	2
CLH1	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	7	2
CLH1	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	9	2
CLH1	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	7	2
CLH1	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	9	2
CLH1	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	7	2
CLH1	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	9	2
CLH1	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	7	2
CLH1	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	9	2
CLH16	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	2	2
CLH16	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	6	2
CLH16	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	7	2
CLH16	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	8	2
CLH16	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	9	2
CLH16	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	2	2
CLH16	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	6	2
CLH16	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	7	2
CLH16	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	8	2
CLH16	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	9	2
CLH16	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	2	2
CLH16	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	6	2
CLH16	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	7	2
CLH16	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	8	2
CLH16	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	9	2
CLH16	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	2	2
CLH16	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	6	2
CLH16	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	7	2
CLH16	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	8	2
CLH16	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	9	2
CLH16	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	2	2
CLH16	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	6	2
CLH16	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	7	2
CLH16	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	8	2
CLH16	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	9	2
CLH16	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	2	2
CLH16	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	6	2
CLH16	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	7	2
CLH16	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	8	2
CLH16	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	9	2
CLH16	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	2	2
CLH16	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	6	2
CLH16	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	7	2
CLH16	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	8	2
CLH16	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	9	2
CLH16	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	2	2
CLH16	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	6	2
CLH16	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	7	2
CLH16	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	8	2
CLH16	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	9	2
CLH3	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	1	2
CLH3	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	2	2
CLH3	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	3	2
CLH3	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	5	2
CLH3	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	6	2
CLH3	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	7	2
CLH3	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	9	2
CLH3	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	10	2
CLH3	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	1	2
CLH3	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	2	2
CLH3	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	3	2
CLH3	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	5	2
CLH3	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	6	2
CLH3	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	7	2
CLH3	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	9	2
CLH3	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	10	2
CLH3	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	1	2
CLH3	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	2	2
CLH3	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	3	2
CLH3	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	5	2
CLH3	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	6	2
CLH3	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	7	2
CLH3	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	9	2
CLH3	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	10	2
CLH3	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	1	2
CLH3	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	2	2
CLH3	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	3	2
CLH3	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	5	2
CLH3	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	6	2
CLH3	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	7	2
CLH3	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	9	2
CLH3	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	10	2
CLH3	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	1	2
CLH3	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	2	2
CLH3	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	3	2
CLH3	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	5	2
CLH3	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	6	2
CLH3	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	7	2
CLH3	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	9	2
CLH3	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	10	2
CLH3	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	1	2
CLH3	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	2	2
CLH3	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	3	2
CLH3	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	5	2
CLH3	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	6	2
CLH3	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	7	2
CLH3	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	9	2
CLH3	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	10	2
CLH3	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	1	2
CLH3	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	2	2
CLH3	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	3	2
CLH3	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	5	2
CLH3	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	6	2
CLH3	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	7	2
CLH3	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	9	2
CLH3	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	10	2
CLH3	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	1	2
CLH3	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	2	2
CLH3	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	3	2
CLH3	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	5	2
CLH3	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	6	2
CLH3	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	7	2
CLH3	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	9	2
CLH3	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	10	2
CLH9	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	2	2
CLH9	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	3	2
CLH9	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	4	2
CLH9	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	8	2
CLH9	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	9	2
CLH9	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	10	2
CLH9	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	2	2
CLH9	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	3	2
CLH9	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	4	2
CLH9	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	8	2
CLH9	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	9	2
CLH9	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	10	2
CLH9	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	2	2
CLH9	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	3	2
CLH9	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	4	2
CLH9	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	8	2
CLH9	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	9	2
CLH9	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	10	2
CLH9	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	2	2
CLH9	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	3	2
CLH9	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	4	2
CLH9	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	8	2
CLH9	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	9	2
CLH9	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	10	2
CLH9	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	2	2
CLH9	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	3	2
CLH9	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	4	2
CLH9	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	8	2
CLH9	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	9	2
CLH9	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	10	2
CLH9	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	2	2
CLH9	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	3	2
CLH9	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	4	2
CLH9	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	8	2
CLH9	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	9	2
CLH9	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	10	2
CLH9	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	2	2
CLH9	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	3	2
CLH9	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	4	2
CLH9	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	8	2
CLH9	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	9	2
CLH9	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	10	2
CLH9	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	2	2
CLH9	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	3	2
CLH9	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	4	2
CLH9	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	8	2
CLH9	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	9	2
CLH9	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	10	2
KJI16	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	3	2
