INDIVIDUALS	CURRENT	INFERRED	SCORE	SECOND_BEST_POP	SECOND_BEST_SCORE	MARKER_NUMBER	METHOD	MISSING_DATA	ITERATIONS	SUBSAMPLE
BDB12	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	8	3
BDB12	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	3	3
BDB12	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	4	3
BDB12	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	5	3
BDB12	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	6	3
BDB12	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	7	3
BDB12	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	8	3
BDB12	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	3	3
BDB12	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	4	3
BDB12	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	5	3
BDB12	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	6	3
BDB12	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	7	3
BDB12	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	8	3
BDB12	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	3	3
BDB12	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	4	3
BDB12	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	5	3
BDB12	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	6	3
BDB12	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	7	3
BDB12	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	8	3
BDB12	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	3	3
BDB12	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	4	3
BDB12	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	5	3
BDB12	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	6	3
BDB12	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	7	3
BDB12	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	8	3
BDB12	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	3	3
BDB12	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	4	3
BDB12	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	5	3
BDB12	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	6	3
BDB12	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	7	3
BDB12	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	8	3
BDB12	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	3	3
BDB12	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	4	3
BDB12	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	5	3
BDB12	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	6	3
BDB12	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	7	3
BDB12	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	8	3
BRN1	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	4	3
BRN1	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	10	3
BRN1	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	4	3
BRN1	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	10	3
BRN1	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	4	3
BRN1	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	10	3
BRN1	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	4	3
BRN1	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	10	3
BRN1	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	4	3
BRN1	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	10	3
BRN1	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	4	3
BRN1	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	10	3
BRN1	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	4	3
BRN1	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	10	3
BRN1	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	4	3
BRN1	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	10	3
BRN16	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	1	3
BRN16	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	5	3
BRN16	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	6	3
BRN16	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	8	3
BRN16	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	1	3
BRN16	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	5	3
BRN16	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	6	3
BRN16	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	8	3
BRN16	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	1	3
BRN16	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	5	3
BRN16	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	6	3
BRN16	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	8	3
BRN16	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	1	3
BRN16	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	5	3
BRN16	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	6	3
BRN16	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	8	3
BRN16	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	1	3
BRN16	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	5	3
BRN16	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	6	3
BRN16	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	8	3
BRN16	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	1	3
BRN16	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	5	3
BRN16	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	6	3
BRN16	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	8	3
BRN16	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	1	3
BRN16	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	5	3
BRN16	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	6	3
BRN16	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	8	3
BRN16	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	1	3
BRN16	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	5	3
BRN16	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	6	3
BRN16	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	8	3
BRN18	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	1	3
BRN18	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	2	3
BRN18	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	4	3
BRN18	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	7	3
BRN18	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	9	3
BRN18	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	1	3
BRN18	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	2	3
BRN18	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	4	3
BRN18	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	7	3
BRN18	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	9	3
BRN18	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	1	3
BRN18	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	2	3
BRN18	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	4	3
BRN18	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	7	3
BRN18	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	9	3
BRN18	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	1	3
BRN18	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	2	3
BRN18	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	4	3
BRN18	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	7	3
BRN18	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	9	3
BRN18	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	1	3
BRN18	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	2	3
BRN18	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	4	3
BRN18	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	7	3
BRN18	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	9	3
BRN18	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	1	3
BRN18	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	2	3
BRN18	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	4	3
BRN18	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	7	3
BRN18	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	9	3
BRN18	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	1	3
BRN18	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	2	3
BRN18	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	4	3
BRN18	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	7	3
BRN18	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	9	3
BRN18	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	1	3
BRN18	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	2	3
BRN18	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	4	3
BRN18	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	7	3
BRN18	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	9	3
BRN9	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	1	3
BRN9	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	2	3
BRN9	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	5	3
BRN9	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	7	3
BRN9	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	8	3
BRN9	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	9	3
BRN9	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	1	3
BRN9	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	2	3
BRN9	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	5	3
BRN9	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	7	3
BRN9	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	8	3
BRN9	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	9	3
BRN9	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	1	3
BRN9	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	2	3
BRN9	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	5	3
BRN9	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	7	3
BRN9	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	8	3
BRN9	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	9	3
BRN9	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	1	3
BRN9	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	2	3
BRN9	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	5	3
BRN9	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	7	3
BRN9	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	8	3
BRN9	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	9	3
BRN9	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	1	3
BRN9	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	2	3
BRN9	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	5	3
BRN9	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	7	3
BRN9	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	8	3
BRN9	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	9	3
BRN9	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	1	3
BRN9	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	2	3
BRN9	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	5	3
BRN9	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	7	3
BRN9	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	8	3
BRN9	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	9	3
BRN9	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	1	3
BRN9	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	2	3
BRN9	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	5	3
BRN9	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	7	3
BRN9	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	8	3
BRN9	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	9	3
BRN9	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	1	3
BRN9	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	2	3
BRN9	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	5	3
BRN9	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	7	3
BRN9	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	8	3
BRN9	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	9	3
CLH1	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	1	3
CLH1	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	3	3
CLH1	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	5	3
CLH1	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	6	3
CLH1	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	7	3
CLH1	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	8	3
CLH1	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	9	3
CLH1	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	10	3
CLH1	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	1	3
CLH1	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	3	3
CLH1	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	5	3
CLH1	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	6	3
CLH1	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	7	3
CLH1	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	8	3
CLH1	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	9	3
CLH1	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	10	3
CLH1	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	1	3
CLH1	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	3	3
CLH1	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	5	3
CLH1	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	6	3
CLH1	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	7	3
CLH1	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	8	3
CLH1	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	9	3
CLH1	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	10	3
CLH1	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	1	3
CLH1	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	3	3
CLH1	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	5	3
CLH1	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	6	3
CLH1	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	7	3
CLH1	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	8	3
CLH1	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	9	3
CLH1	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	10	3
CLH1	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	1	3
CLH1	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	3	3
CLH1	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	5	3
CLH1	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	6	3
CLH1	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	7	3
CLH1	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	8	3
CLH1	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	9	3
CLH1	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	10	3
CLH1	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	1	3
CLH1	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	3	3
CLH1	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	5	3
CLH1	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	6	3
CLH1	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	7	3
CLH1	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	8	3
CLH1	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	9	3
CLH1	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	10	3
CLH1	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	1	3
CLH1	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	3	3
CLH1	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	5	3
CLH1	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	6	3
CLH1	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	7	3
CLH1	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	8	3
CLH1	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	9	3
CLH1	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	10	3
CLH1	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	1	3
CLH1	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	3	3
CLH1	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	5	3
CLH1	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	6	3
CLH1	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	7	3
CLH1	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	8	3
CLH1	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	9	3
CLH1	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	10	3
CLH15	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	1	3
CLH15	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	2	3
CLH15	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	5	3
CLH15	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	1	3
CLH15	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	2	3
CLH15	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	5	3
CLH15	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	1	3
CLH15	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	2	3
CLH15	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	5	3
CLH15	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	1	3
CLH15	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	2	3
CLH15	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	5	3
CLH15	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	1	3
CLH15	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	2	3
CLH15	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	5	3
CLH15	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	1	3
CLH15	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	2	3
CLH15	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	5	3
CLH15	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	1	3
CLH15	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	2	3
CLH15	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	5	3
CLH15	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	1	3
CLH15	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	2	3
CLH15	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	5	3
KJI1	north	north	97.82	south	2.18	50	ranked_thl_0.5	no.imputation	1	3
KJI1	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	3	3
KJI1	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	4	3
KJI1	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	6	3
KJI1	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	1	3
KJI1	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	3	3
KJI1	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	4	3
KJI1	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	6	3
KJI1	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	1	3
KJI1	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	3	3
KJI1	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	4	3
KJI1	north	north	100	south	0	200	ranked_thl_0.5	no.imputation	6	3
KJI1	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	1	3
KJI1	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	3	3
KJI1	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	4	3
KJI1	north	north	100	south	0	300	ranked_thl_0.5	no.imputation	6	3
KJI1	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	1	3
KJI1	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	3	3
KJI1	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	4	3
KJI1	north	north	100	south	0	400	ranked_thl_0.5	no.imputation	6	3
KJI1	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	1	3
KJI1	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	3	3
KJI1	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	4	3
KJI1	north	north	100	south	0	500	ranked_thl_0.5	no.imputation	6	3
KJI1	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	1	3
KJI1	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	3	3
KJI1	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	4	3
KJI1	north	north	100	south	0	1000	ranked_thl_0.5	no.imputation	6	3
KJI1	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	1	3
KJI1	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	3	3
KJI1	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	4	3
KJI1	north	north	100	south	0	15454	ranked_thl_0.5	no.imputation	6	3
KJI10	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	1	3
KJI10	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	2	3
KJI10	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	7	3
KJI10	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	8	3
KJI10	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	9	3
KJI10	north	north	100	south	0	50	ranked_thl_0.5	no.imputation	10	3
KJI10	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	1	3
KJI10	north	north	100	south	0	100	ranked_thl_0.5	no.imputation	2	3
